dine_in,delivery,reservable,serves_beer,serves_breakfast,serves_brunch,serves_dinner,serves_lunch,serves_vegetarian_food,serves_wine,takeout,wheelchair_accessible_entrance,curbside_pickup,name,price_level,rating,user_ratings_total,sunday_activity_hours,monday_activity_hours,tuesday_activity_hours,wednesday_activity_hours,thursday_activity_hours,friday_activity_hours,saturday_activity_hours,open_activity_hour,close_activity_hour,open_on_saturday,reviews,geo_location,percent of religious,socio-economic index value,socio-economic rank,socio-economic cluster,store_100,store_500,rest_100,rest_500,bus_station_100,bus_station_500,type,kosher
True,,,False,True,True,True,True,,False,True,True,,בורקס בכר העגלה הקריון,,3.4,8,"[540, 1320]","[540, 1320]","[540, 1320]","[540, 1320]","[540, 1320]","[540, 900]","[-1, -1]",540.0,1320.0,False,"{'', 'ולתת', 'מקום', 'הריי', 'מלא', '(שיער', 'לקחו', 'מנסה', 'אך', 'בכלל', 'הגעתי', 'אליה', 'לחתוך', 'ובטח', 'מאוד', 'נחזור', 'ולסניף', 'אדיב', 'יקרים', 'רגועים', 'אחד', 'שחור', 'והמוכרת', 'שלא', 'לציין', 'הערות', 'דברים', 'לאף', 'מחירים', 'בורקס', 'קשורים', 'בעל', 'סביר', 'רק', 'שירות', 'בכדי', 'מיותר', 'טריים', 'מדהים', 'שם', 'בעמדה', 'בסוף', 'היא', 'על', 'לא', 'רוח)', 'גסת', 'ושירות', 'וטעימים', 'ובורקסים', 'לקנות', 'וקצר', 'לחנך', 'בית', 'הזה', 'שמן', 'החצופה', 'נמליץ', 'בבוקר', 'טעים', 'ומחיר'}","[32.8415398, 35.0895537]",0.0,0.213,368.0,2.5,2,121,3,45,1,28,,
True,,True,True,False,False,True,True,,True,True,True,True,רובן קריון,,4.5,70,"[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1440]","[720, 900]","[1170, 1440]",720.0,1392.0,False,"{'', 'מקום', 'טובה', 'תמיד', 'יש', 'וחשוב', 'המארחת', 'בחום', 'הורס', 'יקר', 'במקום', 'מצטיינות', 'הנשמה', 'הכריכים', 'סבבה', 'בסדר', 'כמו', 'בסביבה', 'דקה', 'וממש', 'פשוט', 'שווה', 'רוב', 'מחפוד', 'מדהים', 'אתם', 'העובדה-', 'כבוש', 'שאפשר', 'כאן:)', 'מכדי', 'קיבלה', 'לקחתי', 'אישית', 'בחוץ', 'כיף', 'אז', 'לנו', 'משגע', 'צהריים', 'נקי', 'לפני', 'מנה', 'לבחור', 'הילד', 'נהיה', '-', 'הרגשה', 'הצוות', 'הגרסה', 'ךא', 'הולדת', 'חוץ', 'מעורר', 'המחיר', 'וזה', 'עם', 'לי', 'גג', 'קשר', 'ממש', 'אחד', 'יחס', 'נחמד', 'סגירת', 'לכל', 'הפרגיות', 'רעבים', 'מה', 'אבל', 'המקסימה', 'הסיגרים', 'ומקצועי', 'רמה', 'בשר', 'מזה', 'מהארוחות', 'אותנו', 'שירות', 'לדבר', 'סוף', 'אני', 'לקחנו', 'מעדן', 'תיאבון', 'כרוב', 'בקיצור', 'על', 'ואפילו', 'בלגאן', 'המלצרית', 'לא', 'יום', 'זכרה', 'כי', 'קודם', 'חשוב', 'הסטייק', 'כדאי', 'חדשה', 'בלי', 'שקל', 'אסייתי', 'רטוב', 'בכלל', 'מושלם', 'העסקיות', 'את', 'ממליץ', 'כל', 'והיה', 'מאוד', 'סלט', 'ההמבורגר', 'הייתי', 'טוב', 'להצדיק', 'ויש', 'שלא', 'וגם', 'תצאו', 'מעולה', 'הדרך', 'המלצר', 'המליץ', 'מכריכים', 'להתרחק', 'השירות', 'חריפה', 'המקומות', 'מפעם', 'חורף', 'אוכלים', 'בא', 'עמוס', 'הרב', 'בכשרות', 'ברוסקטת', 'חגגתי', 'מומלץ', 'ליאור', 'משפחתי', 'טרף', 'שזה', 'הלא', 'ועזרו', 'גם', 'בהחלט', 'באתי', 'מהדרין', 'ולא', 'נעים', 'בדץ', 'מחוממים', 'חובה', 'שאוהב', 'שצריך', 'לציין', 'היה', 'האוכל', 'למי', 'זה', 'חטיף', 'רק', 'נתן', 'והקינוח', 'היינו', 'קר', 'לאכול', 'וקטן', 'ברמה', 'ללכת', 'שעברה', 'אוכל', 'יותר', 'אותי', 'ישבנו', 'ניסיתי', 'אם', 'מהר', 'שטוח', 'טיפה', 'הבריאות', 'גבוהה', 'להזמין', 'בפרנה-', 'הכל', 'ושקט', 'לשבת', 'והכי', 'המקום', 'טעים', 'לארוחת', 'אסאדו'}","[32.8422547, 35.0911547]",0.0,0.153,332.0,2.375,21,107,9,44,0,26,,
True,,True,False,False,False,True,True,,False,True,,,מזנון הפינה,,4.7,3,"[600, 1200]","[600, 1200]","[600, 1200]","[600, 1200]","[600, 1200]","[-1, -1]","[-1, -1]",600.0,1200.0,False,"{'', 'בחיי', 'שאכלתי', 'מקום', 'נהדר', 'קטן', 'הפלאפל', 'טוב', 'הכי'}","[32.8395252, 35.08515]",0.0,0.184,350.5,2.446,10,90,0,28,2,28,אוכל רחוב,True
True,False,,False,True,True,True,True,,False,True,True,True,פלאפל שווארמה השבטים,,4.0,43,"[540, 1140]","[540, 1140]","[540, 1140]","[540, 1140]","[540, 1140]","[-1, -1]","[-1, -1]",540.0,1140.0,False,"{'', 'עכשיו', 'מנסה', 'מנת', 'שהוא', 'אחרונה', 'שענה', 'אפילו', 'נוראית', 'יבשה', 'בכל', 'מחירים', 'פשוט', 'בטח', 'שעד', 'אכפת', 'עסק', 'היו', 'שם', 'נוחים', 'ברמת', 'טעימה', 'אחזור', 'השמן', 'בתחום', '20', 'כזה', 'שרוף', 'הטיגון', 'נקייה', 'מספיק', 'וזה', 'מטונפות', 'לי', 'עם', 'ממש', 'וטרייה', 'ואני', 'גורם', 'יחס', 'כשהערתי', 'נפלא', 'שעות', 'מה', 'אבל', 'שירות', 'ועדיין', 'פלאפל', 'לעכל', 'צרבת', 'אני', 'בסוף', 'ללקוחות', 'מחיר', 'היגיינה', 'הוגן', 'רתח', 'שלי', 'על', 'שנה', 'לא', 'הרושם', 'ראשונה', 'האישי', 'להמליץ', 'בארץ', 'שקניתי', 'פעם', 'טעם', 'של', 'הרמה', 'והנזק', 'להגיד', 'שחצן', 'שווארמה', 'נהדר', 'שלא', 'המדדים', 'לאאאא', 'מעולה', 'בעל', 'התברואתית', 'שלדעתי', 'הגיינה', 'הכזבה', 'לרחם', 'בא', 'מרגיש', 'המפיות', 'עדיין', 'מסריח', 'מהעסק', 'בגלל', 'הכי', 'מריר', 'שחור', 'היה', 'ריח', 'כאילו', 'זה', 'דוחה', 'נורא', 'קיבלתי', 'גדולה', 'מזעזע', 'הקופסאות', 'לו', 'השווארמה', 'אוכל', 'קצב', 'עברו', 'חולי'}","[32.8401276, 35.0888066]",0.0,0.2,360.75,2.5,1,89,3,44,1,21,אוכל רחוב,False
True,False,False,False,True,True,True,True,,False,True,True,False,ג'וסף פלאפל סביח ביאליק,,5.0,11,"[540, 1200]","[540, 1200]","[540, 1200]","[540, 1200]","[540, 1200]","[540, 780]","[-1, -1]",540.0,1200.0,False,"{'', 'שזה', 'חברה', 'והשירות', 'ואחלה', 'פעם', 'שפשוט', 'מהפיתה', 'אחלה', 'בחום', 'שוב', 'מושלם', 'וזה', 'אוורירי', 'ה', 'מקסים', 'מהממת', 'מומלץ', 'ממליץ', 'ח', 'והיה', 'עם', 'טוב', 'שנייה', 'שאנסה', 'ליהנות', 'ממש', 'אדיב', 'מוביל', 'חיוך', 'טריה', 'מפסיק', 'וגם', 'היה', 'הצוות', 'ירק', 'אבל', 'בטעות', 'המסקרנת', 'וטעים', 'שירות', 'ללביבת', 'זאת', 'אכלתי', 'פלאפל', 'רחב', 'בשרי', 'מושלמת', 'פיתה', 'מפתיע', 'שאני', 'החל', 'בטירוף', 'אוכל', 'לביבות', 'חשבתי', 'אחזור', 'אותי', 'והאוכל', 'ל', 'צ', 'ב', 'על', 'לא', 'סביח', 'לחיך', 'יאמי', 'רבה', 'הבאה', 'תודה', 'שעועית-', 'האווירה', 'מרק', 'אמליץ', 'טעים', 'וואלה'}","[32.8400583, 35.0892851]",0.0,0.2,360.75,2.5,1,94,3,42,2,20,פיצריות,False
True,,,,,,True,True,,,True,True,,חומוסמוסא,,5.0,1,,,,,,,,,,,"{'', 'מדהים', 'ושירות', 'שם', 'תמיד', 'פעמים', 'אכלנו', 'בחום', 'מעולה', 'חומוס', 'הכל', 'ונקי', 'ממליץ', 'טרי', 'מספר'}","[32.8376099, 35.084719]",0.0,0.164,300.027,2.071,0,117,1,36,0,24,חומוסייה,False
True,,True,,,,True,True,,,True,True,,חומוסמוסה,,4.4,23,,,,,,,,,,,"{'', 'תוספות', 'מדי', 'בסביבות', 'מלא', 'של', 'שהוא', 'את', 'הגעתי', 'הפיתות', 'רעש', 'קצת', 'עם', 'טוב', 'היום', 'הכי', 'מאוד', 'נראה', 'ופשוט', 'באיזור', 'כיס', 'שלא', 'תוסס(כמובן', 'מחירים', 'היה', 'הביתה', 'חומוס', 'ריח', 'מעולה', 'השעה', 'העזתי', 'סבירות', 'שירות', 'אוטנטית', 'לכול', 'מוכר', 'שם', 'אווירה', 'גיליתי', 'מזעזע', 'מוגש', 'והמלבי', 'אוכל', 'חמוץ', '16:00', 'תעשייתי', 'ברקע', 'שהעכיר', 'לא', 'לטעום)', 'לקנות', 'כאשר', 'האווירה', 'קניתי', 'בצד', 'טעים'}","[32.8376099, 35.084719]",0.0,0.164,300.027,2.071,0,117,1,36,0,24,חומוסייה,False
True,,True,True,True,False,True,True,,True,True,True,,שגב אקספרס,3.0,4.2,2480,"[720, 1320]","[720, 1320]","[720, 1320]","[720, 1320]","[720, 1320]","[720, 1320]","[720, 1320]",720.0,1320.0,True,"{'', 'שבאמת', 'יושבים', '🥇', 'עזרה', 'חלקנו', 'אכילה', 'יש', 'מנת', 'שתייה-', 'שלי-', 'דבר', 'הביאו', 'ארוע', 'אפילו', 'אולי', 'שמקרה', 'משקיעים', 'ביותר', 'נהננו', 'בעסה', 'העסק', 'למסעדה', 'מתנצלת', 'אומרת', 'ומעבר', 'שווה', 'הם', 'מרווחת', 'קנה', 'מים', 'לחלוטין', 'אדיבות', 'בחירה', 'לנשים', 'גדולות', 'טעים', 'מדהים', 'או', 'והטעם', 'חשבוננו', 'מושלמת', 'תבחרו', 'בחרנו', 'ולדבר', 'ןהרגשנו', 'אישית', 'מפגש', 'והטעימה', 'אז', 'לנו', 'כזה', 'ושירות', 'בנושא', 'מנה', 'דאגו', 'מיד', 'ראו', 'שלנן', '-', 'הרגשה', 'תודעת', 'שרות', 'הוקסמתי', 'ענקיים', 'ורווי', 'עיקרית', 'שווים', 'התנהגו', 'מראה', 'וזה', 'מספיק', 'שטרם', 'זו', 'ופרטית', 'עם', 'לי', 'לכל', 'ותרענן', 'ותודעה', 'חמודים', 'אבל', 'מילה', 'קוקטיילים', 'שירות', 'מהשירות', 'אני', 'מגיע', 'ממלא', 'בהמלצת', 'הרוויחו', 'רגישות', 'שרק', 'הכלל', 'המיוחדת', 'שלי', 'תלוי', 'בענק', 'על', 'יוצא', 'שלהם', 'וסרבנו', 'לא', 'מעל', 'תפריט', 'במסעדה', 'בשמחה', 'לחגוג', 'חמודה', 'יפייפיה', 'הטעמים', 'כי', 'שלישית', 'חוויית', 'הקינוח', 'חמה', 'מגיעה', 'לשכב', 'ממליצה', 'שלשמו', 'היין', 'בארץ', 'נתקלתי', 'פעם', 'שקל', 'של', 'שוב', 'את', 'רומנטית', 'התנצלו', 'בזמן', 'עשויות', 'יחסית', 'כל', 'הייתי', 'מאוד', 'שמתכוונת', 'לאחמשית', 'האיש', 'לטעום', 'קטגוריה', 'שיהיה', 'ואכפת', 'אוכל-', 'הגיעה', 'סביבה', 'אחמשית', '10/10', 'נהדר', 'יכל', 'המאכלים', '2', 'המלצר', 'שערה', 'בחינם', 'המקרה', 'ההגשה', 'אמרה', 'ככה', 'השירות', 'בהריון', 'ביקשנו', 'לכך', 'שירות-', 'שמסביר', 'לקרות', 'יקרה', 'ולרגישיות', 'הפולנטה', 'התפריט', 'מצויינת', 'אח""כ)', 'ולהנות', 'לזה', 'לדעתי', 'מסעדה', 'קינוחים', 'הקשיבו', '5', 'אוהבים', 'הכבוד', 'בה', 'שתחליף', 'יכול', 'שלה', 'הזה', 'ברצינות', 'במתוק', 'בנו', 'טעמים', '😒', 'עליה', 'בדיוק', 'גם', 'אכלנו', 'הפעם', 'הארוחה', 'קיבלנו', 'כשלא', 'שתסיימו', 'פעמיים', 'מתנצל', 'הבנת', 'נהלים', 'האירוח', 'נעים', 'במיטב', 'בגישה', 'חוויה', 'ורץ', 'מתעקשתת', 'קינוח', 'בבית', 'היה', 'ועל', 'האוכל', 'קטן', 'זה', 'מן', 'רק', 'כוכבים', 'המתאימה', 'באנו', 'הנגשה', 'ושתיה', 'גדולה', 'נטו', 'עניין', 'מהות', 'להפריע', 'לו', 'והאגדה', 'ברמה', 'אותי', 'אוכל', 'לאלרגיים', 'למלצר', 'אם', '(תודו', 'מהר', 'המנות', 'המנה', 'קורא', 'נוהג', 'גבוהה', 'החליפו', 'מנות', 'הכל', 'מהלקוחות', 'לשבת', 'מלצר'}","[32.8422494, 35.0914676]",0.0,0.153,332.0,2.375,26,108,11,44,0,26,מסעדת בשרים,False
True,True,True,False,False,False,True,True,True,True,True,True,True,פיצריה טורינו,1.0,4.2,487,"[600, 1380]","[600, 1380]","[600, 1380]","[600, 1380]","[600, 1380]","[600, 870]","[1080, 1380]",600.0,1380.0,True,"{'', 'שהסניף', 'יש', 'במקום', 'מהמשפחה', '(בקטע', 'ומדהים', 'כמו', 'ששמו', 'ושלא', 'ומעבר', 'מצחיק', 'לצערי', 'אישי', 'בהתייחס', 'שאין', 'מדהים', 'שליח', 'שם', 'בלתי', 'טורינו', 'נוחים', 'וכמו', 'אפשרות', 'חבל', 'מזמינים', 'לנו', 'נקי', 'ב500%', 'לבחור', 'והוא', 'פיצה', 'סניף', 'צבר', 'וזה', 'אחר', 'זו', 'לי', 'נחזור', 'באופן', 'נראה', 'ואני', 'יחס', 'כולם', 'שיודע', 'דווקה', 'איש', 'אבל', 'ומקצועי', 'מאיזה', 'שירות', 'לעבוד', 'אין', 'סוף', 'חיים', 'אור', 'משהו', 'לא', 'מעל', 'שלישית', 'בעתיד', 'פעם', 'שאעבוד', 'בטוח', 'את', 'כל', 'טוב', 'הייתי', 'בטירוףףףף', 'זוהר', 'מהיר', 'וכל', 'ויש', 'קרה/', 'ומצחיק', 'מעולה', 'נשבעתי', 'לתת', 'כיפית', 'נדב', 'שאנחנו', 'במשלוח', 'בקריית', 'אהבתי', 'נשכח-', 'לזה', 'עושה', 'ועוד', 'יכול', 'מומלץ', 'אומנם', 'שנותו', 'מרקים', 'בהחלט', 'נמעך', 'שצריך', 'היה', 'האוכל', 'זה', 'רק', 'כוכבים', 'להוסיף', 'ומחירים', 'מקצועי', 'אווירה', 'האנרגיות', 'ברמה', 'כמובן)', 'אוכל', 'צוות', '(בעל', 'אם', 'רגיל', 'גבוהה', 'להזמין', 'אפשר', 'הבית)', 'טעים', 'מקבל'}","[32.8363037, 35.0851707]",0.0,0.153,332.0,2.375,22,100,3,19,4,20,,
True,True,True,False,False,False,True,True,False,False,True,True,,סטקיית טיב הבשר,1.0,4.5,347,"[660, 1290]","[660, 1290]","[660, 1290]","[660, 1290]","[660, 1290]","[-1, -1]","[-1, -1]",660.0,1290.0,False,"{'', 'מקום', 'טובה', 'הולם', 'תמיד', 'יש', 'בסטקייה', 'בחום', 'צמודה', 'הגריל', 'במקום', 'בהתמדה', 'להנות', 'אותנטי', 'העסק', 'שנים', 'מביאים', 'הטבח', 'מפה', 'המוכן', 'חוזר', 'לחלק', 'בשלושה', 'שם', 'בלתי', 'בעלי', 'שעל', 'נהגתי', 'לסטקייה', 'התוספות', 'צהריים', 'נקי', 'מגיש', 'שעובד', 'אליו', 'קוסקוס', 'והאש', 'הצוות', 'מספיקה', 'הסטקייה', 'ונעים', 'ויחס', 'בנוסף', 'המחיר', 'יתר', 'סלטים', 'מוקדים', 'והתמורה', 'מכין', 'הבשר', 'ממש', 'מאד', 'כולם', 'הזמנה', 'שלוקחים', 'עוד', 'ומכבדת', 'אני', 'בגזענות', 'ללקוחות', 'שנתקלתי', 'בחנות', 'בקומה', 'על', 'לפה', 'לא', 'ואדיב', 'לעבודה', 'והשירות', 'של', 'בשעות', 'העת', 'את', 'שמקבל', 'ממליץ', 'כל', 'טוב', 'מאוד', 'קינמון', 'מוסיף', 'לבעלים', 'ליד', 'להזרמת', 'ממנו', 'הולמת', 'מעולה', 'לשתי', 'סביר', 'לקוח', 'וטרי', 'שתי', 'הלקוחות', ""הצ'יפס"", 'שקד', 'אלה', 'ואוכלים', 'הכמות', 'עד', 'אוהבים', 'ועוד', 'ומסודר', 'השניה', 'ממנה', 'הצהרים', 'מומלץ', 'האש', 'והצוות', 'המידה', 'מלא', 'בכניסה', 'למזון', 'שיושבים', 'לפי', 'בעיות', 'מהבשר', 'ולאלה', 'ולא', 'נעים', 'התארחתי', 'מצד', 'גדול', 'הבעלים', ""ב'"", 'והולכים', 'ואשר', 'ניתן', 'היה', 'ודאג', 'חבר', 'השולחנות', 'האוכל', 'שמו', 'וטעים', 'אשר', 'לאכול', 'לשירות', 'אווירה', 'הרבה', 'צוות', 'אוכל', 'האחת', 'אם', 'מטוגן', 'טועה', '""שלומי""', 'הזמנות', 'הקינמון', 'בבשר', 'העיקרי', 'פרט', 'המקום', 'טעים', 'לארוחת'}","[32.8361226, 35.0851769]",0.0,0.16,275.875,1.875,25,99,3,19,4,21,,
True,True,,True,False,False,True,True,,True,True,True,,דומינוס פיצה קריות - קריון,2.0,4.1,848,"[720, 1555]","[720, 1555]","[720, 1555]","[720, 1555]","[720, 1555]","[720, 1620]","[720, 1555]",720.0,1555.0,True,"{'מקום', '', 'תמיד', 'מכיר', 'אך', 'צר', 'פשוטה', 'מצוין', 'מהלך', 'קיים', 'בסיסית', 'לחזור', 'כמו', 'בכל', 'פשוט', 'פתאום', 'טוען', 'שכן', 'או', 'וימין', 'הזמן', 'גרוע', 'התוספות', 'שרשתות', 'לנו', 'כיף', 'פנים', 'הצגת', 'שעובד', 'העובד', 'החברתיות', 'פיצה', 'פונג', 'סניף', 'הצוות', 'נהנים', 'תוספות', 'נזכר', 'למצוא', 'אחלה', 'וזה', 'רשימה', 'ממש', 'מאד', 'בצורה', 'החוצה', 'טלפון', 'ומקצועי', 'רווחיות', 'שירות', 'דומינוס', 'להציק', 'תמונה', 'שקטים', 'מסביר', 'עשו', 'בשיחה', 'שרק', '3', 'על', 'לא', 'הטעויות', 'כי', 'ברשתות', 'אישיות', 'טעימות', 'בלי', 'לדובב', 'נוחה', 'של', 'בעיקר', 'ומשביע', 'מאוד', 'טוב', 'מהיר', 'וכל', 'בנוי', 'שלא', 'וגם', 'חחחחחחח', 'לברוח', 'אחרי', 'האתר', 'סבלנות', 'ככה', 'הפיצות', 'שמאל', 'אותם', 'ב', 'קטנות', 'יכולים', 'ושבעים', 'יתרון)', 'ליותר', 'מפרסמים', 'בקיאות', 'כבר', 'והם', 'נגמרת', 'כבדה', 'אי', 'ופחות', 'ולא', 'פינג', 'נעים', 'מידי', 'בדלפק/', 'מסודרת', 'האוכל', 'קטן', 'הילדים', 'אחר;', '49', 'וטעים', 'היינו', 'טררם', 'חוסר', 'אחרים', 'רואים', 'מבצע', 'צריך', 'יותר', 'אנחנו', 'לקוחות', 'שולחנות', 'להזמין', 'אפשר', '(הדלת', 'בניחושים', 'המקום'}","[32.8426286, 35.0921932]",0.0,0.16,336.466,2.392,27,102,5,44,2,30,,
True,False,,False,False,False,True,True,,False,True,True,,פלאפל תימני,,2.9,13,"[600, 1260]","[600, 1260]","[600, 1260]","[600, 1260]","[600, 1260]","[600, 900]","[-1, -1]",600.0,1260.0,False,"{'', 'צבר""', 'בערב', 'נקרא', 'היגייני', 'דבר', 'קמצוץ', 'היום', 'אנשים', '₪', 'יבשה', 'ריקה', 'חנייה', 'ולהפתעתי', 'בקריות', 'למנה', 'השתנה', 'ביקשתי', 'הזמנתי', 'נמצאה', 'השאר', 'למנת', '1', 'שם', 'והמנה', 'דוברים', 'הוא', 'התוספות', 'קונספט', 'אז', '20', 'שעובד', '-', 'שישים', 'וקטנה', 'צבר', 'לשווארמה', 'סלטים', 'פחות', 'המוכר', 'עם', 'הפיתה', 'נחזור', 'בשונה', 'נראה', 'מיוחד', 'בחור', 'אחד', '30', 'הלאפה', 'מזה', 'בשר', 'פלאפל', 'נוח', 'ביקעו', 'יושב', 'על', 'לא', 'בלאפה', 'איזור', 'שקל', 'טעם', 'ש""ח', 'של', 'בשבע', 'את', 'עור', 'כל', 'טוב', 'שווארמה', 'נגמר', '2', '""פלאפל', 'הזמנו', 'פיתה', '37', 'השימוש', 'לבד)', 'שלומדים', 'ביקשנו', 'מכל', 'עברית', 'עולה', 'ברור', 'למה', 'באמצע', 'טרי', 'תימני', 'ועוד', 'הכביש', 'ש״ח', 'מהבשר', 'ולא', 'הכי', 'היה', 'החומוס', '(הייתי', 'במחיר', 'זה', 'החנות', 'חצי', 'מהרבה', 'קיבלתי', 'חתיכה', 'מזעזע', 'פלאפליות', 'בשרנית', 'והוכן', 'מהר', 'ואין', 'בתוך', 'המקום', 'טעים'}","[32.8358816, 35.0850065]",0.0,0.16,275.875,1.875,22,99,3,19,4,21,,
True,True,,True,False,False,True,True,,True,True,True,,פיצה בנג'מין,,4.4,175,"[660, 1440]","[660, 1440]","[660, 1440]","[660, 1440]","[660, 1440]","[660, 1020]","[1020, 1440]",660.0,1440.0,True,"{'', 'טובה', 'מקום', 'הפיצה', 'נוראי', 'שהוא', ')', 'במקום', 'תוספת', 'זוועה', 'שנקרא', 'הטיילת', 'משביעה', 'המבצע', 'נחנד', '😋🍕💰⛔', 'שכולם', 'כשהולכים', 'מצחיק', 'שווה', 'ביקשתי', 'זיתים', 'לכול', 'יד', 'מהפיצה', 'טעימה', 'הוא', 'נייר', 'וצרבות', 'מעולים', 'הבית', 'להרגיש', 'ביאליק', 'פיצה', 'הזאת', 'אחלה', 'מרוצים', 'וזה', 'סלטים', 'שנותן', 'עם', 'לי', 'עים', '51', 'ממש', 'ללקוח', 'נחמד', 'כיס', '6', 'מה', 'הזמנה', 'אבל', 'ניקוי', 'שירות', 'עוד', 'אני', '25', 'המזעזע', 'גבינה', 'על', 'תעשייתי', 'מושקע', 'לא', 'שבתכלס', 'מחכים', 'ודואג', 'כפולה', 'אש', '(הביא', 'למשפחתית', 'בלי', '10₪', 'טעם', 'של', 'זול', 'את', 'בסיס', 'זיוה', 'ממליץ', 'בפה', 'שלו', 'טוב', 'מאוד', 'לקבל', 'יהיו', 'מעולה', 'והמחיר', 'בעל', 'הדרך', 'קיצר', 'השירות', 'מכל', 'קרית', 'לפיצה', 'תמורה', 'עושה', 'שקית', 'סהכ', 'עדיין', 'מומלץ', 'כבר', 'בהחלט', 'לזכור', 'שאנשים', 'שמש', 'מצפה', '₪25', 'ותוספת', 'נעים', 'ומפיות', 'יודו', 'במחיר', 'ומביאה', 'והמחירים', 'זה', 'רק', 'מזעזעת', 'נורא', 'לכולם', 'למחיר', 'הרבה', 'לו', 'ברמה', 'יותר', 'הסמבוסה', 'לאכול(על', 'לקפוץ', 'גבוהה', ""מכווצ'ץ"", 'הכל', 'שתיה', '(בני)', 'המקום', 'טעים'}","[32.8326011, 35.0870222]",0.0,0.164,247.812,1.625,1,101,0,22,1,13,פיצריות,False
True,,,False,True,True,True,True,,False,True,,False,פלאפל שווארמה אמסלם,,4.6,28,"[480, 1140]","[480, 1140]","[480, 1140]","[480, 1140]","[480, 1140]","[480, 870]","[-1, -1]",480.0,1140.0,False,"{'', 'הפלפל', 'גם', 'בלטים', '""', 'בחום', 'את', 'הסלטים', 'אוהב', 'ממליץ', 'יהודי', 'כל', 'המדבקה', 'מאוד', 'ולא', 'הבשר', 'טוב', 'נעים', 'אדיב', 'שווארמה', 'בינוני', 'פשוט', 'וגם', 'טובים', 'ולעניין', 'שירות', 'פלפל', 'וטעים', 'טריים', 'ודרות', 'פלאפל', 'ומחירים', 'אני', 'פיתה', 'ואם', 'טעימה', 'מתפרקת', 'הבנתי', 'טרי', 'השאוורמה', 'בחוץ', 'על', 'לא', 'שוארמה', 'מעולים', 'מתקמצנים', 'פרגית', 'הכל', 'טעים', 'מומלץ'}","[32.8345878, 35.0883439]",0.0,0.164,247.812,1.625,32,98,7,16,2,11,חומוסייה,False
True,,True,True,False,False,True,True,,True,True,,,פיצה פסטלריה,,4.3,46,"[660, 1410]","[660, 1410]","[660, 1410]","[660, 1410]","[660, 1410]","[660, 900]","[1020, 1410]",660.0,1410.0,True,"{'טובה', '', 'מקום', 'הפיצה', 'בחום', ')', 'במקום', 'אחת', 'לחזור', 'שנים', 'פשוט', 'במיטבה', 'הזמנתי', 'טובות', 'בחירה', 'ולשבת', 'שם', 'טעימה', 'גרוע', 'במוצרים', 'אז', 'ביתית', 'ושירות', 'נקי', 'מומלצת', 'התוספת', 'שלנו', 'פיצה', 'כשיושבים', 'שמשאיר', 'כשחזרתי', 'פחות', 'קרובה', 'מבט', 'עים', 'כול', 'אבל', 'לארגנטינאית', 'שירות', 'עוד', 'תקשורת', 'הכנה', 'תעיפו', 'שאציין', 'מחיר', 'לא', 'באזור', 'ואדיב', 'חשוב', 'היתה', 'תשלום', 'מאכזבת', 'פעם', 'טעם', 'של', 'ואוו', 'המון', 'טוב', 'מאוד', 'סלט', 'שיקח', 'אכזבה', 'ליד', 'באיזור', 'אחכ', 'נחמדים', 'נהדר', 'שלא', 'פיצרייה', 'סביר', 'הנהדרים', 'ופיצה', 'במשלוחים', 'וקצת', 'הפיצות', 'אופציות', '""דאבל', 'ואף', 'שיש', 'מומלץ', 'כבר', 'החנויות', 'העובדים', 'שלהם🍽', 'מקסים', 'מי', 'הכי', 'כן', 'להיט', 'איכותית', 'היה', 'האוכל', 'רק', 'קיבלתי', 'הרבה', 'שאר', 'שבעיני', 'צוות', 'גבינה""', 'גבינה(', 'במיוחד', 'אלא', 'המקום', 'טעים'}","[32.8346072, 35.0884282]",0.0,0.164,247.812,1.625,32,97,7,16,1,11,פיצריות,True
True,,True,False,False,False,True,True,,False,True,True,,מסעדת סביניה,,4.3,11,"[690, 1050]","[690, 1050]","[690, 1050]","[690, 1050]","[690, 1050]","[690, 1050]","[-1, -1]",690.0,1050.0,True,"{'', 'לא', 'בסדר', 'רע', 'נהדר', '💐💐💐💐💐'}","[32.8346072, 35.0884282]",0.0,0.164,247.812,1.625,32,97,7,16,1,11,מסעדה מזרחית,False
True,,,False,False,False,True,True,,False,,,,"טוטו ח""י",,4.3,3,"[600, 1320]","[600, 1320]","[600, 1320]","[600, 1320]","[600, 1320]","[600, 930]","[-1, -1]",600.0,1320.0,False,{''},"[32.8298236, 35.0849674]",0.0,0.164,247.812,1.625,4,41,6,14,2,10,,False
True,,,False,True,True,True,True,,False,True,,,שוארמה,,5.0,1,"[480, 1320]","[480, 1320]","[480, 1320]","[480, 1320]","[480, 1320]","[480, 840]","[-1, -1]",480.0,1320.0,False,{''},"[32.8297148, 35.0847923]",0.0,0.164,247.812,1.625,4,41,8,14,2,10,,
