dine_in,delivery,reservable,serves_beer,serves_breakfast,serves_brunch,serves_dinner,serves_lunch,serves_vegetarian_food,serves_wine,takeout,wheelchair_accessible_entrance,curbside_pickup,name,price_level,sunday_activity_hours,monday_activity_hours,tuesday_activity_hours,wednesday_activity_hours,thursday_activity_hours,friday_activity_hours,saturday_activity_hours,open_activity_hour,close_activity_hour,open_on_saturday,reviews,geo_location,percent of religious,socio-economic index value,socio-economic rank,socio-economic cluster,store_100,store_500,rest_100,rest_500,bus_station_100,bus_station_500,type,kosher,grade
True,,True,True,True,True,True,True,,True,,,,Monte Carmelo,,"[480, 1350]","[480, 1350]","[480, 1350]","[480, 1350]","[480, 1350]","[450, 1470]","[450, 1470]",480.0,1350.0,True,"{'', 'קטנה', 'חנייה', 'בו', 'ותפריט', 'מגוון', 'חתוך', 'האוכל', 'לזהות', 'לשיחה', 'של', 'בית', 'מעולה', 'וטוסט', 'יפות', 'מלצריות', 'חובבני', 'גס', 'מנה', 'בשפע', 'בקיצור', 'קסום', 'נעימות', 'ושטרודל', 'כאן', 'ומיומנות', 'מאד', 'לא', 'וטעים', 'לפספס', 'משעמם', 'אספרסו', 'שלא', 'הצלחתי', 'ביותר', 'היתה', 'מומלץ', 'שרות', 'מאוד', 'באווירה', 'ערמונים', 'רביולי', 'נעימה', 'יש', 'סנטה', 'שאכלנו', 'סלט', 'בינוני', 'קפה', 'מהמם', 'סתמי', 'מריה', 'שקטה', 'המקום', 'לשתות', 'והנוף', 'מוכנה'}","[32.8267455, 34.9693547]",0.0,0.27,339.333,2.166,0,7,1,7,2,15,,,82.362
True,False,True,True,True,True,True,True,True,True,True,True,,סנטה מריה,2.0,"[480, 1350]","[480, 1350]","[480, 1350]","[480, 1350]","[480, 1350]","[480, 1410]","[480, 1380]",480.0,1350.0,True,"{'', 'ושתי', '/', 'מוצלח)', '-', 'אבל', 'ואווירה', 'לשניים', 'מוזיקה', 'הזמנה', 'מלא', 'ולעת', 'כי', 'מהכלל', 'השקיעה', 'ותיקן', 'שני', 'קלאסית', 'והמתנו', 'שכחה', 'טעים', 'טוסט', 'מדי)', 'לא', 'שקיעה', 'צריכים', 'ואני', 'מספר', 'בצל', 'מהר', ""וקפוצ'ינו"", 'בערך', 'שיבוא', 'לראות', 'לדעתי', 'אוסטרית', 'גלידת', 'ופסטה', 'פטריות', 'גם', 'אכלנו', 'יותר', 'שיוצר', 'ואז', 'חבל', 'אדיב', 'לחלוק', 'לשלב', '(', 'ללא', '(לא', 'מול', 'מחירים', 'חוויה', 'ועוגה', 'נכון', 'בית', 'קפה/מסעדה', 'במרפסת', 'אפשר', 'לבקש', 'שירות', 'צב', 'עד', 'תלוי', '15', 'ניתן', 'ושתיה', 'את', 'פעמים', 'טעימות', 'מאד', 'ביקור', 'ומפיות', 'וגדולה', 'ליד', 'בשני', 'מרק', 'יצאה', 'מלצרים', 'העוגות', 'המנה', 'הבית', 'השירות', 'הזמנו', 'מחכים', 'האישית', 'הייתה', 'והגיע', 'ישבנו', 'שואלים', 'משם', 'פסטה', 'הטרדה', 'הרושם', 'שמנת', 'חווייה', 'פחד', 'מוסיקה', 'קר', 'האווירה', 'עורבים', 'זיהה', 'עם', 'יוצא', 'לקבל', 'חצילים', 'צבי', 'מושלמת', 'היה', 'ומחכים', 'נעימה', 'אך', 'והיינו', 'כוסות', 'ברקע', 'דקות', 'השולחן', 'והיחס', 'פרוסות', 'משני', 'נמצאת', 'קורס', 'נאלצתי', 'המקומות', 'עוגה', 'הבעיה', 'ערוך', 'מי', 'ההזמנה', 'הקפה', 'כזה', 'אוירה', 'שטרודל', 'המשקל', 'מלצרית', 'הים', 'של', 'קסומה', 'התשלום', 'סטלה', 'שמשרה', 'משהו', 'לשולחנות', 'ממש', 'מדהים', 'שמערך', 'כולה', 'האחראי', 'החיצונית', 'להביא', 'מגיעים', 'המירום', 'מושלםםם', 'לזניה', 'וינאי', 'וניל', 'טעימה', 'כראוי', 'מיקום', 'הראשונה', 'לשומרי', 'אבי', 'מתוקות', 'שאפו', 'מאריס', 'קפה', 'כמובן', 'סבירים', 'לקפה', 'הכנסייה'}","[32.8269322, 34.9693839]",0.0,0.209,308.458,2.083,0,7,1,7,2,17,בתי קפה,False,85.252
True,,True,True,False,True,True,True,,True,True,,,מסעדת קלמאריס,2.0,"[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]",720.0,1380.0,True,"{'', 'ויש', 'צוות', 'אוכל', 'וכדאי', 'מעולים', '😁', 'לציין', 'שחוזרים', 'איכותי', 'בקלאווה)', 'טעים', 'להזמין', 'הצוות', 'לא', 'כלשהי', 'מפעם', 'בבשר', 'מאכלי', 'תה', 'מכמה', 'ייחודיים', 'ומאד', 'גם', 'חביבים', 'אדיב', 'אחזור', 'השרות', 'סלטים', 'הנוף', 'בעיקר', 'ואיכפתיות', 'מחירים', 'חוויה', 'ונוף', 'מסעדת', 'שירות', 'עד', 'הציפיות', 'פעמים', 'מאד', 'המלצרים', 'ענה', 'מהממת', 'בסוף', 'וטרי', 'ואוהבים', 'ליד', 'המסעדה', 'יחס', 'מומלץ', '(גלידה', 'טעימים', 'שוב', '10', 'מראש', 'טרי', 'קינוחים', 'מקום', 'הארוחה', 'החלון', 'טיפה', 'כל', 'מיוחדים', 'ביקורים', 'יקרים', 'מעולה', 'עם', 'התנסיתי', 'ובשרים', 'טוב', 'לפעם', 'שנותן', 'שרותיים', 'צוק', 'נותנת', 'מושלם', ':', 'וצוות', 'נקי', 'ים', 'מסעדה', 'נוף', 'בקשה', 'יש', 'נחמד', 'רק', 'והמנומס', 'בסטלה', 'נענע', 'סטלה', 'אין', 'בשפע', 'מדהים', 'ממנהלים', 'אנשים', 'מה', 'הכרמל', 'דחוס', 'בהחלט', 'סטייק', 'משתנה', 'אישי', 'עוף', 'בחום', 'בקר', 'פחות', 'ממוקמת', 'ציון', 'הנפלא', 'וממליצה', 'להתלונן', 'עליה', 'נעימים', 'מאריס', 'ושירות', 'קפה', 'מהמם', 'יחסית', 'כמה', 'כמובן', 'דגים', 'על', 'למסעדה'}","[32.8280188, 34.9700524]",0.0,0.209,308.458,2.083,1,12,2,12,1,18,מסעדה ים תיכונית,False,90.281
True,True,,True,True,True,True,True,False,True,True,True,,מסעדת מקסים,2.0,"[480, 1350]","[480, 1350]","[480, 1350]","[480, 1350]","[480, 1350]","[480, 1350]","[480, 1350]",480.0,1350.0,True,"{'', 'הינו', 'اسم', 'אומרים', 'צוות', 'אוכל', 'מקסים', 'חייכנית', 'אנושי', 'ב30', 'בערבית', 'לציין', 'עוצר', 'טעים', 'שלה', 'עין', 'וטעם', 'לא', 'קטן', 'צריכים', 'שזכרתי', 'מפעם', 'המלצרית', 'שהיו', 'ש""ח', 'גבוהה', 'קבלנו', 'סברים', 'ומקסים', 'מהר', 'לסרב', 'טריו', 'קצת', 'לקחו', 'לדעתי', 'פלטת', 'ובעברית', 'גם', 'יותר', 'מלצר', 'אדיב', 'שהילדים', 'וקבב', 'סלטים', 'לחפש', 'הנוף', 'ואוכל', 'בחיוך', 'משש', 'חוויה', 'קבלת', 'תמיד', 'משמע', 'שירות', 'שאמרנו', 'תרתי', 'מזמנת', 'את', 'טעימות', 'שירותי', 'וטעים', 'בסוף', 'טובות', 'לחיוך', 'המסעדה', 'אכתוב', 'מומלץ', 'משביעה', 'מאוד', 'שפשוט', 'טובה', 'השירות', 'הזמנו', 'מסגנון', 'הייתה', 'היגע', 'טרי', '100₪', 'כל', 'למצופה', 'נשימה', 'ונחמדים', 'פרגית', 'יקר', 'ולמען', 'טוב', 'במנות', 'ומעבר', 'סברין', 'להחליט', 'היה', 'בקשר', 'המנות', 'מבחר', 'לנו', 'יש', 'ברמה', 'בינוני', 'הפנים', 'קיבלו', 'השתללו', 'רצון', 'على', 'קשה', 'מגוון', 'וגם', 'המחירים', 'האוכל', 'עזרו', 'הים', 'החמודה', 'התשלום', 'במסעדה', 'העובדים', 'ממש', 'פיתות', 'שכנעה', 'הזמן', 'שזה', 'בחיפה', 'והוא', 'בחום', 'מסעדות', 'חוף', 'פחות', 'סבלנים', 'مسمى', 'היחס', 'ואת', 'לשבח', 'חויבנו', 'אותנו', 'הזה', 'שווה', 'ממה', 'ואיכות', 'האמת', 'יחסית', 'היהו', 'מעל', 'סבירים', 'בעל', 'על'}","[32.8123812, 34.9556842]",0.0,0.378,458.166,2.688,1,19,0,5,2,15,מסעדה ים תיכונית,False,81.096
True,True,True,True,False,False,True,True,True,True,True,False,,גולדן קוראל- Golden Coral,2.0,"[735, 1380]","[735, 1380]","[735, 1380]","[735, 1380]","[735, 1380]","[720, 1440]","[735, 1380]",735.0,1380.0,True,"{'', 'אז', '-', 'אוכל', 'רעבים', 'ואכלנו', 'מקסים', 'אני', 'איש', ':)', 'טעים', 'לא', 'ובעיקר', 'קלט', 'הולם', 'פינקו', 'ללקק', 'הבעלים', 'וקינוח', 'וויתרנו', 'והכל', 'והמסעדה', 'מוזיקת', 'חיוך', 'טריו', 'מקושט', 'פלטת', 'שיש', 'לה', 'באנו', ""ג'ורג'"", 'אכלנו', 'בדיוק', 'אדיב', 'האצבעות', 'היינו', 'סלטים', 'מסעדן', '6', 'בידיים', 'ממליצים', 'מנה', 'שירות', '4', 'את', 'יומולדת', 'בהתלבטות', 'ואישי', 'יחס', 'המסעדה', 'מומלץ', 'כמשפחה', 'מאוד', 'חם', 'גדול', 'הרבה', 'בסלטים', 'והרבה', 'עשויים', 'חשבונו', 'טרי', 'צמוד', 'פיקס', 'אינטימית', 'וחם', 'נחמדים', 'מעכשיו-', 'דואגים', 'שלנו', 'לחגוג', 'נהננו', 'האווירה', 'מעולה', 'מטוגן', 'עם', 'בכיף', 'וותיק', 'חגגנו', 'בטירוף', 'ברוטב', ""והחבר'ה"", 'טוב', 'מושלמת', 'דג', 'היה', 'לימון', 'כבר', 'ים', 'מסעדה', 'לנו', 'נוף', 'באווירה', 'נעימה', 'ברקע', 'שום', 'השולחן', 'ג׳ורג׳', 'בטלפון', 'וניסיון', 'אייטיז', 'חיכה', 'האוכל', 'והביא', 'הציון', 'אוירה', 'שמנת:', 'של', 'ודגים', 'יהיה', 'קסומה', 'קיבלנו', 'ממש', 'וטעימה', 'מדהים', 'פרות', 'שלו', 'בחיפה', 'שהכל', 'בחום', 'ושקטה', 'בהחלט', 'זאת', 'זו', 'אותנו', 'מדוייקת', 'טריים', 'קיבל', 'דוגמיות', 'משובחים', 'ממליץ', 'הגבוה', 'אהבה', 'הלוקוס', 'מהמם', 'התנגנה', 'כמה', 'להפליא', 'דגים', 'הוא', 'על', 'למסעדה', 'הסטוריה'}","[32.8280906, 34.9700851]",0.0,0.209,308.458,2.083,1,12,2,12,1,18,מסעדה ים תיכונית,False,90.461
True,,True,True,False,False,True,True,,True,True,True,,שוואטינא סטלה מאריס,2.0,"[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1440]","[720, 1440]",720.0,1380.0,True,"{'', 'ירוק', 'WOW', 'יחודיים', 'דואג', 'טעים', 'במהלך', 'יצירה', 'הנהדר:', 'גבוהה', 'גרים', 'העיקריות', 'איפה', 'לצפות', 'שוואטינא', 'באיזור', 'כדור', '(', 'המילה', 'אנחנו', 'עוד', 'מסעדת', 'שלהן', 'עדיף', 'ונאמרה', 'יחודי', 'הם', 'ישאר', 'במרכזה', 'וסלט', 'הפרטי', 'המסעדה', 'באחד', 'הקינוח', 'הללו', 'חווינו', 'התקדים', 'טרי', 'הטריות', 'טובים', 'כל', 'השולחנות', 'ולגליל', 'יקרים', 'עם', 'מנת', '824', 'כמו', 'המנות', 'פרט', 'שכבה', 'מבחר', 'ים', 'מסעדה', 'לנו', 'פרנסיס', 'הרימונים', 'בסדר', 'נמצאת', 'סלטי', 'שגרתי:', 'המקומות', 'תקבלו', 'נענע', 'של', 'עכו', 'סטלה', 'כאן', 'בחיפה', 'חד', 'שאר', 'מיישר', 'כוס', 'כמסעדת', 'חלקית', 'מצוין', '(איך', 'שלי:', 'כמובן', 'החל', '-', 'אוכל', 'ציינתי', 'בבית', 'שמולכם', 'בשריות', 'תחושה', 'שצופה', 'להזמין', 'לצד', 'לא', 'אורחים', 'שהכנתי', 'גמור', 'ש""ח', 'תה', 'להגיע', 'לחוויה', 'ומעל', 'חמוציות', 'המדהימה', 'יפה', 'שיש', 'ראשכם', 'גם', 'ללא', 'סלטים', 'תענוג', 'חיפה', 'הירוק', 'מנהל', 'אחד', 'מיליון', 'שירות', 'בין', 'וקפה', 'קו', 'Reviews', 'Shaulevi', 'הנפלאים', 'מהשורה', 'השירות', 'צריך', 'מהחלון', 'היפים', 'הארוחה', 'בו', 'יקר', 'מעולה', 'שמשתמשים', 'אתם', 'wow', '(הצבע', 'הסלטים', 'היה', 'גורמה', 'המצפור', 'כבר', 'היתה', 'יהיו', 'במקום', 'הגלם', 'בלבד', 'השולחן', 'סיימנו', 'חומר', 'עמוסי', ')', 'בסטלה', 'האוכל', 'נהריה', 'שמתאימות', 'כבד', 'תרד', 'לטבולה', 'טעמים', 'סטייק', 'שחור', 'מנות', 'שילמנו', 'גרגיר', 'לחומוס', 'ולא', 'שזאת', 'שהנוף', 'איזה', 'אף', 'מיקום', 'עליה', 'משנה', 'שלי', 'חסר', 'הוא', 'למסעדה', 'אז', 'אבל', 'אחרי', 'מעט', 'פתיחה', 'לנמל', 'ומנות', 'אתחיל', 'תזמינו', 'אווז', 'מהסלטים', 'המהמם', 'אמאלהההה', 'אל', 'סט', 'בעיות', 'הרמה', 'סלט', 'בארץ', 'ואז', 'היתה:', 'עסיסי', 'ובורגול', 'השרות', 'הנוף', 'משמעית', 'מחירים', 'מפרץ', 'ונוף', 'שמעולם', 'מונחים', 'את', 'סעדנו', 'המחיר', 'תחמיצו', 'ארזו', 'הסלט', 'סביר', 'בערוץ', 'ליד', 'מהמסעדה', 'רשימה', 'כבש', 'מעלפת', 'מקום', 'ואדיב', 'הכי', 'הענק', 'ומעבר', 'שתיה', 'לקחת', 'מרכיבי', 'נוף', 'אך', 'עיקרית', 'רק', 'בסרטון', 'בעבר', 'גלידה', 'עגבניה', 'ולטחינה', 'המדהים', 'כנאפה', 'טעמתי', 'ארטישוק', 'הכל', 'כמוהו', 'כולל', 'ובנוסף', 'מקצועי', 'הדברים', 'עליו', 'טעימה', 'הנפלאה', 'עובד', 'כאילו', 'האדירה', 'היוטיוב', 'שלה', 'מוודא', 'מסלט', 'הטרי', 'זה', 'במחיר', 'העיקרית', 'והכל', 'חיפאים', 'שאי', 'המראה', 'בצל', 'בגלל', 'שתסובבו', 'לראות', 'למנה', 'קצת', 'ממש:', 'נאמרה', 'ולהרגיש', 'יכולים', 'הוא:', 'אם', 'ונותן', 'הזאת', '(בשילוב', 'היו', 'אכלתי', '4', 'הסטייק', 'הגיע', 'ועד', 'חניה', 'שהכי', 'מאוד', 'עקריות', 'שתנשמו', 'טעימים', 'המנה', 'ירק', 'טובה', 'הרבה', 'המשתקף', 'הפרומו', 'דרך', 'טונה', 'סטקים', 'ליופיו', 'בשוואטינא', 'בחשבון', 'לציפיות', 'האבוקדו', 'במיוחד)', 'התחתונה:', 'מזרחית', 'שגם', 'הפירות', 'העלים)', 'שולחנות', 'לפני', 'ברמה', 'צלע', 'כך', 'בזיליקום)', 'קולינרית', '(שהיו', 'הסרטנים', 'נחשבת', 'ערבית', 'טיפ', 'פעם', 'אין', 'הסיכום', 'ממש', 'אנשים', 'שלו', 'עז', 'ואגוזים', 'וחשפה', 'שוואטיניא', 'הסניף', 'להאמין', 'חייבים', 'וחזרה', 'רצוי', 'מאריס', 'כמנות', 'מהמם', 'המרהיב', 'ספק', 'מעל', 'סבירים'}","[32.8279914, 34.9702041]",0.0,0.209,308.458,2.083,1,12,2,12,1,18,מסעדה ים תיכונית,False,86.907
,,,,,,True,True,,,,,,אולם אירועים אורות המושבה,,,,,,,,,,,,{''},"[32.8245614, 34.9705137]",0.0,0.393,401.083,2.333,4,8,0,7,3,21,,,21.285
True,,True,True,False,False,True,True,,True,True,True,,"בורגרים חיפה רמת הנשיא, כשר בשר חלק",2.0,"[660, 1380]","[660, 1380]","[660, 1380]","[660, 1380]","[660, 1380]","[660, 870]","[1080, 1380]",660.0,1380.0,True,"{'', 'הבורגרים', 'נהניתי', 'בוא', 'אבל', 'המבורגרים', 'אוכל', 'בסיסי', 'מפתיע', 'טעים', 'לא', 'זה', 'לרשת', 'מהר', 'לצפות', 'רע', 'איכות', 'דיי', 'חוויה', 'ארוחה', 'היו', 'שירות', 'הגיע', 'מאד', 'פינוק', 'וטעים', 'משלוח', 'וטרי', 'שהדגש', 'נפלא', 'מומלץ', 'טעימים', 'חזה', 'טובה', 'פחמימות', 'טרי', 'ביחס', 'מקום', 'וחם', 'מבאס', 'קרות', 'יקר', 'מעולה', 'ירקות', 'וטוב', 'אמר', 'תדעו', 'טריות', 'נקי', 'סכ״ה', 'סניף', 'או', 'במשלוח', 'בסדר', 'מכל', 'מי', 'האוכל', 'אפילו', 'התוספות', 'של', 'מצויינת', 'במסעדה', '💛', 'מהיר', 'רגע', 'לחמניות', 'בחום', 'ממליצה', 'עוף', 'ובלי', 'נעים', 'ועם', 'למה', 'הייתי', 'שחייבים', 'הוא', 'על'}","[32.8127736, 34.9610985]",0.0,0.378,458.166,2.688,11,27,2,9,2,27,,,79.56
True,True,True,True,False,False,True,True,,True,True,True,,בורגרים - רמת הנשיא,2.0,"[600, 1380]","[600, 1380]","[600, 1380]","[600, 1380]","[600, 1380]","[600, 930]","[1230, 1380]",600.0,1380.0,False,"{'', 'פוד', 'המבורגרים', 'אבל', '-', 'רציתי', 'שלו""', 'כי', 'הבצל', 'שעשו', 'לא', 'סיום', 'ובעיקר', 'וארוז', 'כיף', 'פשוט', 'להנות', 'מהר', 'לראות', 'ביקרנו', 'וקיבלנו', 'ונעים', 'חבל', 'אם', 'המון', 'השרות', 'ולעילא', 'חוויה', 'כדי', 'היו', 'אפשר', 'האוירה', 'שירות', 'ביקשנו', 'שהם', 'המסביבב', 'הלימודים', 'ביחד', 'איך', 'כפי', 'מהצד', 'את', 'הבשר', 'טעימות', 'המחיר', 'מחויך', 'האתר', 'יופי', 'חם', 'שוב', 'המנה', 'הפסט', 'הרבה', 'השירות', 'הזמנו', 'המקום', 'הדיל', 'טרי', 'בסבלנות', 'בו', 'נזמין', 'דרך', 'לעילא', 'רטבים', 'יקר', 'מעולה', 'עם', 'הנכדים', 'כמו', 'והמקום', 'שנת', 'למרות', 'אסתטי', 'ילד', 'היה', 'לכל', 'מןמלץ', 'סכ״ה', 'הגיעו', 'ובהתחשבות', 'סניף', 'במקום', 'נעימה', 'יש', 'בנוחיותו', 'טבעות', 'קיבלו', 'בסדר', 'לכבוד', 'מכל', 'תוך', 'אוהבים', 'אחלה', 'המחירים', 'באים', 'ומזמין', 'של', 'השינויים', 'ממש', 'לחד', 'הכל', 'הזמן', 'האהוב', 'מנות', 'והשירות', 'קופון', 'והתאימו', 'לשבת', 'היחס', 'חניות', 'שמיניית', 'ההזזמנה', 'טריים', 'הייטב', 'והאוכל', 'שלי', 'יחסית', 'הצ׳יפס', 'סבירים', 'על', '""'}","[32.812489, 34.960946]",0.0,0.734,715.0,4.0,11,27,2,10,2,27,,,81.713
True,,True,,,,True,True,,,,,,סדנת בישול הודי,,,,,,,,,,,,"{'', 'ההכנה', 'היחודיים', 'מקסים', 'לגבי', 'אתמול', 'שף', 'מסרותית', 'שלה', '(חלומית', 'טעים', 'לא', 'רחב', 'והכל', 'ומובנת', 'הכנת', 'מאכלי', 'למנה', 'איפה', 'הסבר', 'עצמה', '""נולדה""', 'היתר', 'קולגות', 'היינו', 'לעבודה', 'בשפה', 'קבלת', 'כדי', 'מהרכיבים', 'אחד', 'פשוטה', 'מנה', 'בין', 'וכמובן', 'התבלינים', 'איך', 'ניתן', 'את', 'ומזין', 'ומעניין', ""ג'קי"", 'מומלץ', 'ביותר', 'מאוד', 'מפורט', 'סמוסה', 'המנה', 'מאכלים', 'ההודי', 'המפורסם', 'המקום', 'טרי', 'פנים', 'מוסיף', 'המטבח', 'כל', 'קינחנו', 'קארי', 'הכנה', 'הנחשבים', 'בחסד', 'הקטנה', 'התה', 'ובחיוך', 'מושלם', 'לרכוש', 'תצטערו', 'למוכרים', 'לבבית', '""דגל""', 'כמובן', 'נאן', ')', 'תוך', 'בנעימות', 'אפילו', 'של', 'קיבלנו', 'בגלידה', 'הכל', 'מה', 'בומביי', 'בחיפה', 'עוף', 'הכנו', 'דאל', 'נהנינו', 'במטבח', 'ולידועים', 'מהסדנה', 'שלישיית', 'ועוד', 'והאוכל', 'מסאלה', 'אופן', 'על'}","[32.8240841, 34.9717711]",0.0,0.393,401.083,2.333,0,17,0,7,2,24,קייטרינג,False,88.497
True,,True,True,False,False,True,True,True,True,True,True,True,מסעדת שוואטינא - בת גלים,2.0,"[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]",720.0,1380.0,True,"{'', 'ופלטת', '(אוכל', 'חשק', 'רב', 'לכך', 'דניס', 'אז', 'אבל', 'סועדים', 'אפליקציה/אתר)', 'אוכל', 'קוביות', 'שם', 'מדיי', 'רועשת', 'שהגעתי', 'ששומר', 'שוואטימה-', 'אחרת', 'מעט', 'בטוב', 'ואין', 'אני', 'שמחתי', 'עמוסה', 'בנדיבות', ':)', 'וזה', 'לעשות', 'להזמין', '(בשעה', 'טעים', 'שבת)', 'שורה', 'הצוות', 'עבורנו', 'מהעולם', 'לא', 'שאין', 'והן', 'זה', 'חומוס', 'לצמחונים', 'הצוהריים', 'תחתונה', 'עבור', 'והמסעדה', 'חיוך', 'גרים', 'לשבוע', 'תה', ""צ'יפס"", 'באותו', 'ארוחת', 'להגיע', 'פילה', 'היא', 'ובאותנטיות', 'יפה', '(ביום', 'גבוה', 'וכנאפה', 'שהיינו', 'יותר', 'מתקשרים', 'חביבים', 'יום', 'גם', 'ונעים', 'אדיב', 'אם', 'היינו', 'המון', 'כשר', 'סלטים', 'אופן)', 'וכנפה', 'הנוף', 'נתנו', 'מ10', 'ניכר', 'מהם', 'להניח', 'מול', 'מניחים', 'בעיקר', 'נכון', 'היו', 'מאוחרת', 'תמיד', 'גדולה', 'אפשר', 'מסעדת', 'בכל', 'מנה', 'סועד', 'שירות', 'עדיף', '+', 'עד', 'בשרים', 'כולם', 'סלמון', 'את', 'עבורי', 'הפתוח', 'יתר', 'המלצרים', 'מעבר', 'פירוש', 'הפסטה', 'בסוף', 'סביר', '3', 'הן', 'ליד', 'המסעדה', 'מילים', 'מהסרטים', 'מומלץ', 'באופן', 'מאוד', 'באמת', 'הדג', 'חם', 'ההגשה', 'בתפוסה', 'המתנו', 'ומתוכננים', 'גדול', 'שמעל', 'יפיפה', 'כשר)', 'הבית', 'בסלטים', 'השירות', 'לברק', 'חייב', 'הזמנו', 'אחר', 'מבוגרים+עגלת', 'אפשרות', 'המקום', 'עבורו(בסופ""ש', 'מראש', 'לפנתיאון', 'הייתה', 'שבת', 'הטריות', 'פושטים', 'מקום', 'הארוחה', 'אינטימית', 'ישבנו', 'החלון', 'פנים', 'שמנת', 'להתנסות', 'תודה', 'ומסביר', 'ואדיב', 'כל', 'מקבלים', 'יתפנה', 'שלנו', 'פרגית', 'יקר', 'חשבון', 'כפול', 'יהנה', 'האווירה', '😇', 'מעולה', 'מטוגן', 'עם', 'דבר', 'שולחן', 'למי', 'שמחפש', 'למסעדה(אין', 'מהירים', 'מנת', 'ומתעניינים', 'ומעבר', 'לתחושתי', 'סלומון', 'ודגים', 'למעלה', 'הסלטים', 'יצא', 'אווירה', 'לקינוח', 'סוגי', 'דג', 'היה', 'למשעי', 'לפחות', 'בדיעבד', 'יודעים', 'נקי', 'ים', 'מסעדה', 'והרגשה', 'לנו', 'ערב', 'ל20', 'נוף', 'השם', 'נעימה', 'כלום', 'שמו', 'יש', 'במקום', 'ברמה', 'עשה', 'רק', 'כמונו', 'זמן', 'דקות', 'השולחן', 'בסועדים', 'כך', 'הכנאפה', 'טעם', 'המתנה', 'להתחיל', 'קודם', 'שטוב', 'שמגישה', 'לסועד', 'צפוף', 'כשרות', 'בסופ""ש', 'מי', 'ממושלמת❤️', 'ערבית', 'במינון', 'נענע', 'וואו', 'הים', '*מ*ב*ר*י*ק*ה', 'כנאפה', 'החופים', 'כוכבים', '45', 'של', 'קיבלנו', 'קרוב', 'במידה', 'שלם', 'ובאוכל', 'במסעדה', 'ממש', 'הרגל', 'הכל', 'לקחנו', 'הסלטים-', 'מדהים', 'וטעימה', '(הזמנו', 'כבד', 'מה', 'במיוחד', 'תה/קפה', 'כאן', 'שקלים', 'אוהבת', 'מסויימת', 'לקבלת', 'והציעו', 'שהשולחן', 'בתנור', 'אישי', 'זאת', 'פחות', 'מבחינת', 'מטורף', '(רק)', 'פירות', 'ארוך', 'ולא', 'ושום', 'טעימה', '5', 'הזה', 'טריים', 'תינוק', 'לאכול', 'וסטייק', 'צלחת', 'אחד)', 'מלאה', 'אקוואריום', '😅)', 'והאוכל', 'ליום', 'קפה', 'לחפש', 'פינה', 'והפינוי', 'שמתאים', 'מעל', 'מקומות', 'על', 'שבנינו'}","[32.8313784, 34.970442]",0.0,-0.158,150.75,1.25,0,11,3,11,2,16,מסעדה ים תיכונית,False,89.158
